interface,field,recommendation,type,optional,comment,export_modifier,extends,readonly,filepath,line_number
CreateNetworkGroupMemberCommandInput,label,📝 CLARIFY: too generic,string,true,,export,,false,src/clients/cc-api/commands/network-group/create-network-group-member-command.types.d.ts,7
DeleteNetworkGroupCommandInput,ownerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/network-group/delete-network-group-command.types.d.ts,2
DeleteNetworkGroupCommandInput,networkGroupId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/network-group/delete-network-group-command.types.d.ts,3
DeleteNetworkGroupExternalPeerCommandInput,ownerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/network-group/delete-network-group-external-peer-command.types.d.ts,2
DeleteNetworkGroupExternalPeerCommandInput,networkGroupId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/network-group/delete-network-group-external-peer-command.types.d.ts,3
DeleteNetworkGroupExternalPeerCommandInput,externalPeerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/network-group/delete-network-group-external-peer-command.types.d.ts,4
DeleteNetworkGroupMemberCommandInput,ownerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/network-group/delete-network-group-member-command.types.d.ts,2
DeleteNetworkGroupMemberCommandInput,networkGroupId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/network-group/delete-network-group-member-command.types.d.ts,3
DeleteNetworkGroupMemberCommandInput,memberId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/network-group/delete-network-group-member-command.types.d.ts,4
GetNetworkGroupCommandInput,ownerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/network-group/get-network-group-command.types.d.ts,4
GetNetworkGroupCommandInput,networkGroupId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/network-group/get-network-group-command.types.d.ts,5
GetNetworkGroupMemberCommandInput,ownerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/network-group/get-network-group-member-command.types.d.ts,4
GetNetworkGroupMemberCommandInput,networkGroupId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/network-group/get-network-group-member-command.types.d.ts,5
GetNetworkGroupMemberCommandInput,memberId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/network-group/get-network-group-member-command.types.d.ts,6
GetNetworkGroupPeerCommandInput,ownerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/network-group/get-network-group-peer-command.types.d.ts,4
GetNetworkGroupPeerCommandInput,networkGroupId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/network-group/get-network-group-peer-command.types.d.ts,5
GetNetworkGroupPeerCommandInput,peerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/network-group/get-network-group-peer-command.types.d.ts,6
GetNetworkGroupWireguardConfigurationCommandInput,ownerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/network-group/get-network-group-wireguard-configuration-command.types.d.ts,2
GetNetworkGroupWireguardConfigurationCommandInput,networkGroupId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/network-group/get-network-group-wireguard-configuration-command.types.d.ts,3
GetNetworkGroupWireguardConfigurationCommandInput,peerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/network-group/get-network-group-wireguard-configuration-command.types.d.ts,4
GetNetworkGroupWireguardConfigurationCommandOutput,ngId,🔄 RENAME: networkGroup* (ng is unclear),string,false,,export,,false,src/clients/cc-api/commands/network-group/get-network-group-wireguard-configuration-command.types.d.ts,8
GetNetworkGroupWireguardConfigurationCommandOutput,peerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/network-group/get-network-group-wireguard-configuration-command.types.d.ts,9
GetNetworkGroupWireguardConfigurationCommandOutput,configuration,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/network-group/get-network-group-wireguard-configuration-command.types.d.ts,17
GetNetworkGroupWireguardConfigurationCommandOutput,version,✅ KEEP,number,false,,export,,false,src/clients/cc-api/commands/network-group/get-network-group-wireguard-configuration-command.types.d.ts,18
ListNetworkGroupCommandInput,ownerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/network-group/list-network-group-command.types.d.ts,4
NetworkGroup,id,✅ KEEP (primary identifier),string,false,,export,,false,src/clients/cc-api/commands/network-group/network-group.types.d.ts,13
NetworkGroup,ownerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/network-group/network-group.types.d.ts,14
NetworkGroup,label,📝 CLARIFY: too generic,string,false,,export,,false,src/clients/cc-api/commands/network-group/network-group.types.d.ts,15
NetworkGroup,description,✅ KEEP,string,true,,export,,false,src/clients/cc-api/commands/network-group/network-group.types.d.ts,16
NetworkGroup,networkIp,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/network-group/network-group.types.d.ts,17
NetworkGroup,lastAllocatedIp,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/network-group/network-group.types.d.ts,18
NetworkGroup,tags,✅ KEEP,Array<string>,false,,export,,false,src/clients/cc-api/commands/network-group/network-group.types.d.ts,19
NetworkGroup,peers,✅ KEEP,Array<NetworkGroupPeer>,false,,export,,false,src/clients/cc-api/commands/network-group/network-group.types.d.ts,20
NetworkGroup,members,✅ KEEP,Array<NetworkGroupMember>,false,,export,,false,src/clients/cc-api/commands/network-group/network-group.types.d.ts,21
NetworkGroup,version,✅ KEEP,number,false,,export,,false,src/clients/cc-api/commands/network-group/network-group.types.d.ts,22
NetworkGroupPeerBase,id,✅ KEEP (primary identifier),string,false,,,,false,src/clients/cc-api/commands/network-group/network-group.types.d.ts,28
NetworkGroupPeerBase,label,📝 CLARIFY: too generic,string,true,,29,,,false,src/clients/cc-api/commands/network-group/network-group.types.d.ts
NetworkGroupPeerBase,publicKey,✅ KEEP,string,false,,30,,,false,src/clients/cc-api/commands/network-group/network-group.types.d.ts
NetworkGroupPeerBase,endpoint,✅ KEEP,NetworkGroupEndpoint,false,,31,,,false,src/clients/cc-api/commands/network-group/network-group.types.d.ts
NetworkGroupPeerBase,hostname,✅ KEEP,string,false,,32,,,false,src/clients/cc-api/commands/network-group/network-group.types.d.ts
NetworkGroupPeerBase,parentMember,✅ KEEP,string,false,,33,,,false,src/clients/cc-api/commands/network-group/network-group.types.d.ts
NetworkGroupPeerBase,parentEvent,✅ KEEP,string,true,,34,,,false,src/clients/cc-api/commands/network-group/network-group.types.d.ts
NetworkGroupPeerClever,hv,🔄 RENAME: spell out (hv is unclear - hypervisor?),string,false,,export,TypedComponent,false,src/clients/cc-api/commands/network-group/network-group.types.d.ts,38
NetworkGroupMember,id,✅ KEEP (primary identifier),string,false,,export,,false,src/clients/cc-api/commands/network-group/network-group.types.d.ts,44
NetworkGroupMember,label,📝 CLARIFY: too generic,string,false,,export,,false,src/clients/cc-api/commands/network-group/network-group.types.d.ts,45
NetworkGroupMember,domainName,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/network-group/network-group.types.d.ts,46
NetworkGroupMember,kind,✅ KEEP,'APPLICATION' | 'ADDON' | 'EXTERNAL',false,,export,,false,src/clients/cc-api/commands/network-group/network-group.types.d.ts,47
NetworkGroupEndpointServer,type,📝 CLARIFY: too generic,'ServerEndpoint',false,,export,,false,src/clients/cc-api/commands/network-group/network-group.types.d.ts,53
NetworkGroupEndpointClient,type,📝 CLARIFY: too generic,'ClientEndpoint',false,,export,,false,src/clients/cc-api/commands/network-group/network-group.types.d.ts,65
NetworkGroupEndpointClient,ngIp,🔄 RENAME: networkGroup* (ng is unclear),string,false,,export,,false,src/clients/cc-api/commands/network-group/network-group.types.d.ts,66
SearchNetworkGroupCommandInput,ownerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/network-group/search-network-group-command.types.d.ts,4
SearchNetworkGroupCommandInput,query,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/network-group/search-network-group-command.types.d.ts,5
SearchNetworkGroupCommandInput,types,✅ KEEP,Array<NetworkGroupComponentType>,true,,export,,false,src/clients/cc-api/commands/network-group/search-network-group-command.types.d.ts,6
CreateEmailNotificationCommandInput,ownerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/notification/create-email-notification-command.types.d.ts,9
CreateEmailNotificationCommandInput,name,📝 CLARIFY: too generic,string,false,,export,,false,src/clients/cc-api/commands/notification/create-email-notification-command.types.d.ts,10
CreateEmailNotificationCommandInput,targets,✅ KEEP,Array<EmailNotificationTarget>,false,,export,,false,src/clients/cc-api/commands/notification/create-email-notification-command.types.d.ts,11
CreateEmailNotificationCommandInput,events,✅ KEEP,Array<NotificationEventType | NotificationMetaEventType>,true,,export,,false,src/clients/cc-api/commands/notification/create-email-notification-command.types.d.ts,12
CreateEmailNotificationCommandInput,scope,📝 CLARIFY: too generic,Array<string>,true,,export,,false,src/clients/cc-api/commands/notification/create-email-notification-command.types.d.ts,13
CreateWebhookNotificationCommandInput,ownerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/notification/create-webhook-notification-command.types.d.ts,9
CreateWebhookNotificationCommandInput,name,📝 CLARIFY: too generic,string,false,,export,,false,src/clients/cc-api/commands/notification/create-webhook-notification-command.types.d.ts,10
CreateWebhookNotificationCommandInput,urls,📝 CLARIFY: too generic,Array<WebhookNotificationUrl>,false,,export,,false,src/clients/cc-api/commands/notification/create-webhook-notification-command.types.d.ts,11
CreateWebhookNotificationCommandInput,events,✅ KEEP,Array<NotificationEventType | NotificationMetaEventType>,true,,export,,false,src/clients/cc-api/commands/notification/create-webhook-notification-command.types.d.ts,12
ListEmailNotificationCommandInput,ownerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/notification/list-email-notification-command.types.d.ts,4
ListWebhookNotificationCommandInput,ownerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/notification/list-webhook-notification-command.types.d.ts,4
WebhookNotification,id,✅ KEEP (primary identifier),string,false,,export,,false,src/clients/cc-api/commands/notification/notification.types.d.ts,2
WebhookNotification,ownerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/notification/notification.types.d.ts,3
WebhookNotification,name,📝 CLARIFY: too generic,string,true,,export,,false,src/clients/cc-api/commands/notification/notification.types.d.ts,4
WebhookNotification,urls,📝 CLARIFY: too generic,Array<WebhookNotificationUrl>,false,,export,,false,src/clients/cc-api/commands/notification/notification.types.d.ts,5
WebhookNotification,events,✅ KEEP,Array<NotificationEventType | NotificationMetaEventType>,true,,export,,false,src/clients/cc-api/commands/notification/notification.types.d.ts,6
WebhookNotification,scope,📝 CLARIFY: too generic,Array<string>,true,,export,,false,src/clients/cc-api/commands/notification/notification.types.d.ts,7
WebhookNotification,createdAt,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/notification/notification.types.d.ts,8
WebhookNotification,failures,✅ KEEP,Array<WebhookNotificationRequestFailure>,false,,export,,false,src/clients/cc-api/commands/notification/notification.types.d.ts,9
WebhookNotification,state,"📝 REVIEW: use ""state"" for data/resource state",'ENABLED' | 'DISABLED',false,,export,,false,src/clients/cc-api/commands/notification/notification.types.d.ts,10
WebhookNotificationUrl,format,✅ KEEP,WebhookNotificationFormat,false,,export,,false,src/clients/cc-api/commands/notification/notification.types.d.ts,14
WebhookNotificationUrl,url,📝 CLARIFY: too generic,string,false,,export,,false,src/clients/cc-api/commands/notification/notification.types.d.ts,15
WebhookNotificationRequestFailure,url,📝 CLARIFY: too generic,String,false,,export,,false,src/clients/cc-api/commands/notification/notification.types.d.ts,21
WebhookNotificationRequestFailure,networkFailure,✅ KEEP,string,true,,export,,false,src/clients/cc-api/commands/notification/notification.types.d.ts,22
WebhookNotificationRequestFailure,status,"📝 REVIEW: use status"" for operational/lifecycle",number,true,,export,,false,src/clients/cc-api/commands/notification/notification.types.d.ts,23
WebhookNotificationRequestFailure,partialBody,✅ KEEP,string,true,,export,,false,src/clients/cc-api/commands/notification/notification.types.d.ts,24
WebhookNotificationRequestFailure,createdAt,✅ KEEP,string,true,,export,,false,src/clients/cc-api/commands/notification/notification.types.d.ts,25
EmailNotification,id,✅ KEEP (primary identifier),string,false,,export,,false,src/clients/cc-api/commands/notification/notification.types.d.ts,29
EmailNotification,ownerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/notification/notification.types.d.ts,30
EmailNotification,name,📝 CLARIFY: too generic,string,true,,export,,false,src/clients/cc-api/commands/notification/notification.types.d.ts,31
EmailNotification,targets,✅ KEEP,Array<EmailNotificationTarget>,false,renamed from notified,export,,false,src/clients/cc-api/commands/notification/notification.types.d.ts,33
EmailNotification,events,✅ KEEP,Array<NotificationEventType | NotificationMetaEventType>,true,,export,,false,src/clients/cc-api/commands/notification/notification.types.d.ts,34
EmailNotification,scope,📝 CLARIFY: too generic,Array<string>,true,,export,,false,src/clients/cc-api/commands/notification/notification.types.d.ts,35
EmailNotification,createdAt,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/notification/notification.types.d.ts,36
EmailNotificationTargetEmail,type,📝 CLARIFY: too generic,'email',false,,export,,false,src/clients/cc-api/commands/notification/notification.types.d.ts,45
EmailNotificationTargetEmail,emailAddresses,✅ KEEP,Array<string>,false,,export,,false,src/clients/cc-api/commands/notification/notification.types.d.ts,46
EmailNotificationTargetUser,type,📝 CLARIFY: too generic,'user',false,,export,,false,src/clients/cc-api/commands/notification/notification.types.d.ts,50
EmailNotificationTargetOrganisation,type,📝 CLARIFY: too generic,'organisation',false,,export,,false,src/clients/cc-api/commands/notification/notification.types.d.ts,54
CreateOauthConsumerCommandInput,ownerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/oauth-consumer/create-oauth-consumer-command.types.d.ts,4
CreateOauthConsumerCommandInput,name,📝 CLARIFY: too generic,string,false,,export,,false,src/clients/cc-api/commands/oauth-consumer/create-oauth-consumer-command.types.d.ts,5
CreateOauthConsumerCommandInput,description,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/oauth-consumer/create-oauth-consumer-command.types.d.ts,6
DeleteOauthConsumerCommandInput,ownerId,✅ KEEP,string,true,,export,,false,src/clients/cc-api/commands/oauth-consumer/delete-oauth-consumer-command.types.d.ts,2
DeleteOauthConsumerCommandInput,oauthConsumerKey,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/oauth-consumer/delete-oauth-consumer-command.types.d.ts,3
GetOauthConsumerCommandInput,ownerId,✅ KEEP,string,true,,export,,false,src/clients/cc-api/commands/oauth-consumer/get-oauth-consumer-command.types.d.ts,4
GetOauthConsumerCommandInput,oauthConsumerKey,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/oauth-consumer/get-oauth-consumer-command.types.d.ts,5
GetOauthConsumerCommandInput,withSecret,🔄 RENAME: isWithSecret (boolean should have is/has/can prefix),boolean,false,,export,,false,src/clients/cc-api/commands/oauth-consumer/get-oauth-consumer-command.types.d.ts,6
GetOauthConsumerSecretCommandInput,ownerId,✅ KEEP,string,true,,export,,false,src/clients/cc-api/commands/oauth-consumer/get-oauth-consumer-secret-command.types.d.ts,2
GetOauthConsumerSecretCommandInput,oauthConsumerKey,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/oauth-consumer/get-oauth-consumer-secret-command.types.d.ts,3
GetOauthConsumerSecretCommandOutput,secret,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/oauth-consumer/get-oauth-consumer-secret-command.types.d.ts,7
ListOauthConsumerCommandInput,ownerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/oauth-consumer/list-oauth-consumer-command.types.d.ts,4
ListOauthConsumerCommandInput,withSecret,🔄 RENAME: isWithSecret (boolean should have is/has/can prefix),boolean,false,,export,,false,src/clients/cc-api/commands/oauth-consumer/list-oauth-consumer-command.types.d.ts,5
OauthConsumer,name,📝 CLARIFY: too generic,string,false,,export,,false,src/clients/cc-api/commands/oauth-consumer/oauth-consumer.types.d.ts,2
OauthConsumer,description,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/oauth-consumer/oauth-consumer.types.d.ts,3
OauthConsumer,key,📝 CLARIFY: too generic,string,false,,export,,false,src/clients/cc-api/commands/oauth-consumer/oauth-consumer.types.d.ts,4
OauthConsumer,secret,✅ KEEP,string,true,,export,,false,src/clients/cc-api/commands/oauth-consumer/oauth-consumer.types.d.ts,9
UpdateOauthConsumerCommandInput,ownerId,✅ KEEP,string,true,,export,,false,src/clients/cc-api/commands/oauth-consumer/update-oauth-consumer-command.types.d.ts,4
UpdateOauthConsumerCommandInput,oauthConsumerKey,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/oauth-consumer/update-oauth-consumer-command.types.d.ts,5
UpdateOauthConsumerCommandInput,name,📝 CLARIFY: too generic,string,false,,export,,false,src/clients/cc-api/commands/oauth-consumer/update-oauth-consumer-command.types.d.ts,6
UpdateOauthConsumerCommandInput,description,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/oauth-consumer/update-oauth-consumer-command.types.d.ts,7
UpdateOauthConsumerCommandInput,url,📝 CLARIFY: too generic,string,false,,export,,false,src/clients/cc-api/commands/oauth-consumer/update-oauth-consumer-command.types.d.ts,8
UpdateOauthConsumerCommandInput,picture,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/oauth-consumer/update-oauth-consumer-command.types.d.ts,9
UpdateOauthConsumerCommandInput,baseUrl,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/oauth-consumer/update-oauth-consumer-command.types.d.ts,10
DeleteTokenCommandInput,token,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/oauth-token/delete-oauth-token-command.types.d.ts,2
OauthToken,token,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/oauth-token/list-oauth-token-command.types.d.ts,6
OauthToken,consumer,✅ KEEP,OauthConsumer,false,,export,,false,src/clients/cc-api/commands/oauth-token/list-oauth-token-command.types.d.ts,7
OauthToken,creationDate,🔄 RENAME: createdAt (standardize to 'At' suffix),string,false,converted to iso,export,,false,src/clients/cc-api/commands/oauth-token/list-oauth-token-command.types.d.ts,9
OauthToken,expirationDate,🔄 RENAME: expiresAt (standardize to 'At' suffix),string,false,converted to iso,export,,false,src/clients/cc-api/commands/oauth-token/list-oauth-token-command.types.d.ts,11
OauthToken,lastUtilisationDate,🔄 RENAME: lastUsedAt (standardize to 'At' suffix),string,false,renamed from lastUtilisation and converted to iso,export,,false,src/clients/cc-api/commands/oauth-token/list-oauth-token-command.types.d.ts,13
OauthToken,employeeId,✅ KEEP,string,true,,export,,false,src/clients/cc-api/commands/oauth-token/list-oauth-token-command.types.d.ts,15
AddOrganisationMemberCommandInput,organisationId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/organisation/add-organisation-member-command.types.d.ts,4
AddOrganisationMemberCommandInput,role,✅ KEEP,OrganisationMemberRole,false,,export,,false,src/clients/cc-api/commands/organisation/add-organisation-member-command.types.d.ts,5
AddOrganisationMemberCommandInput,email,🔄 RENAME: emailAddress (be explicit),string,false,,export,,false,src/clients/cc-api/commands/organisation/add-organisation-member-command.types.d.ts,6
AddOrganisationMemberCommandInput,job,🔄 RENAME: jobTitle or role (job is too generic),string,true,,export,,false,src/clients/cc-api/commands/organisation/add-organisation-member-command.types.d.ts,7
AddOrganisationMemberCommandInput,invitationKey,✅ KEEP,string,true,,export,,false,src/clients/cc-api/commands/organisation/add-organisation-member-command.types.d.ts,8
CreateOrganisationBase,name,📝 CLARIFY: too generic,string,false,,8,,,false,src/clients/cc-api/commands/organisation/create-organisation-command.types.d.ts
CreateOrganisationBase,description,✅ KEEP,string,false,,9,,,false,src/clients/cc-api/commands/organisation/create-organisation-command.types.d.ts
CreateOrganisationBase,address,✅ KEEP,string,false,,10,,,false,src/clients/cc-api/commands/organisation/create-organisation-command.types.d.ts
CreateOrganisationBase,city,✅ KEEP,string,false,,11,,,false,src/clients/cc-api/commands/organisation/create-organisation-command.types.d.ts
CreateOrganisationBase,zipcode,✅ KEEP,string,false,,12,,,false,src/clients/cc-api/commands/organisation/create-organisation-command.types.d.ts
CreateOrganisationBase,customerFullName,✅ KEEP,string,false,,13,,,false,src/clients/cc-api/commands/organisation/create-organisation-command.types.d.ts
CreateOrganisationBase,billingEmailAddress,🔄 RENAME: networkGroup* (ng is unclear),string,true,renamed from billingEmail,15,,,false,src/clients/cc-api/commands/organisation/create-organisation-command.types.d.ts
CreateOrganisationStandard,country,✅ KEEP,string,false,,export,CreateOrganisationBase,false,src/clients/cc-api/commands/organisation/create-organisation-command.types.d.ts,27
CreateOrganisationCompany,company,✅ KEEP,string,false,,export,CreateOrganisationBase,false,src/clients/cc-api/commands/organisation/create-organisation-command.types.d.ts,31
CreateOrganisationCompany,VAT,✅ KEEP,string,false,,export,CreateOrganisationBase,false,src/clients/cc-api/commands/organisation/create-organisation-command.types.d.ts,32
DeleteOrganisationCommandInput,organisationId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/organisation/delete-organisation-command.types.d.ts,2
GetOrganisationCommandInput,organisationId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/organisation/get-organisation-command.types.d.ts,4
ListOrganisationCommandInput,withPersonalOrganisation,🔄 RENAME: isWithPersonalOrganisation (boolean should have is/has/can prefix),boolean,false,,export,,false,src/clients/cc-api/commands/organisation/list-organisation-command.types.d.ts,4
ListOrganisationMemberCommandInput,organisationId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/organisation/list-organisation-member-command.types.d.ts,4
OrganisationSummary,id,✅ KEEP (primary identifier),string,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,4
OrganisationSummary,name,📝 CLARIFY: too generic,string,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,5
OrganisationSummary,avatar,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,6
OrganisationSummary,applications,✅ KEEP,Array<ApplicationSummary>,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,7
OrganisationSummary,addons,✅ KEEP,Array<AddonSummary>,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,8
OrganisationSummary,consumers,✅ KEEP,Array<ConsumerSummary>,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,9
OrganisationSummary,providers,✅ KEEP,Array<ProviderSummary>,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,10
OrganisationSummary,role,✅ KEEP,'NONE' | 'ADMIN' | 'ACCOUNTING' | 'DEVELOPER' | 'MANAGER',false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,11
OrganisationSummary,vatState,✅ KEEP (data/resource state),string,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,12
OrganisationSummary,canPay,✅ KEEP,boolean,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,13
OrganisationSummary,canSEPA,✅ KEEP,boolean,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,14
OrganisationSummary,cleverEnterprise,🔄 RENAME: isCleverEnterprise (boolean should have is/has/can prefix),boolean,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,15
OrganisationSummary,emergencyNumber,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,16
OrganisationSummary,isPersonal,✅ KEEP,boolean,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,17
OrganisationSummary,isTrusted,✅ KEEP,boolean,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,18
ApplicationSummary,id,✅ KEEP (primary identifier),string,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,22
ApplicationSummary,name,📝 CLARIFY: too generic,string,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,23
ApplicationSummary,instanceType,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,24
ApplicationSummary,instanceVariant,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,25
ApplicationSummary,variantSlug,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,26
ApplicationSummary,archived,✅ KEEP,false,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,27
ApplicationSummary,homogeneous,✅ KEEP,false,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,28
ApplicationSummary,variantLogoUrl,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,29
ApplicationSummary,state,"📝 REVIEW: use ""state"" for data/resource state",string,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,30
ApplicationSummary,commit,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,31
ApplicationSummary,systemTags,✅ KEEP,Array<string>,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,32
ApplicationSummary,customerTags,✅ KEEP,Array<string>,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,33
AddonSummary,id,✅ KEEP (primary identifier),string,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,37
AddonSummary,name,📝 CLARIFY: too generic,string,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,38
AddonSummary,realId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,39
AddonSummary,providerId,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,40
AddonSummary,logoUrl,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,41
AddonSummary,systemTags,✅ KEEP,Array<string>,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,42
AddonSummary,customerTags,✅ KEEP,Array<string>,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,43
ConsumerSummary,name,📝 CLARIFY: too generic,string,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,47
ConsumerSummary,key,📝 CLARIFY: too generic,string,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,48
ConsumerSummary,picture,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,49
ProviderSummary,id,✅ KEEP (primary identifier),string,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,53
ProviderSummary,name,📝 CLARIFY: too generic,string,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,54
Organisation,id,✅ KEEP (primary identifier),string,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,58
Organisation,name,📝 CLARIFY: too generic,string,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,59
Organisation,description,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,60
Organisation,billingEmailAddress,🔄 RENAME: networkGroup* (ng is unclear),string,false,renamed from billingEmail,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,62
Organisation,address,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,63
Organisation,city,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,64
Organisation,zipcode,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,65
Organisation,country,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,66
Organisation,company,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,67
Organisation,VAT,✅ KEEP,string,false,,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts,68
