field,recommendation,filepath,type,optional,comment,line_number,export_modifier,extends,readonly,interface
zone,✅ KEEP,src/clients/cc-api/commands/migration/start-migration-command.types.d.ts,string,false,,6,export,AddonId,false,StartMigrationCommandInput
version,✅ KEEP,src/clients/cc-api/commands/migration/start-migration-command.types.d.ts,string,false,,7,export,AddonId,false,StartMigrationCommandInput
ownerId,✅ KEEP,src/clients/cc-api/commands/network-group/create-network-group-command.types.d.ts,string,false,,4,export,,false,CreateNetworkGroupCommandInput
label,"📝 CLARIFY: too generic,string,true,,5,export,,false,src/clients/cc-api/commands/network-group/create-network-group-command.types.d.ts
CreateNetworkGroupCommandInput,description,✅ KEEP,string,true,,6,export,,false,src/clients/cc-api/commands/network-group/create-network-group-command.types.d.ts
CreateNetworkGroupCommandInput,tags,✅ KEEP,Array<string>,true,,7,export,,false,src/clients/cc-api/commands/network-group/create-network-group-command.types.d.ts
CreateNetworkGroupCommandInnerInput,networkGroupId,✅ KEEP,string,false,,17,export,CreateNetworkGroupCommandInput,false,src/clients/cc-api/commands/network-group/create-network-group-command.types.d.ts
CreateNetworkGroupExternalPeerCommandInput,ownerId,✅ KEEP,string,false,,4,export,,false,src/clients/cc-api/commands/network-group/create-network-group-external-peer-command.types.d.ts
CreateNetworkGroupExternalPeerCommandInput,networkGroupId,✅ KEEP,string,false,,5,export,,false,src/clients/cc-api/commands/network-group/create-network-group-external-peer-command.types.d.ts
CreateNetworkGroupExternalPeerCommandInput,label,📝 CLARIFY: too generic",src/clients/cc-api/commands/network-group/create-network-group-external-peer-command.types.d.ts,string,false,,6,export,,false,CreateNetworkGroupCommandInput
ip,✅ KEEP,src/clients/cc-api/commands/network-group/create-network-group-external-peer-command.types.d.ts,string,true,,7,export,,false,CreateNetworkGroupExternalPeerCommandInput
port,✅ KEEP,src/clients/cc-api/commands/network-group/create-network-group-external-peer-command.types.d.ts,number,true,,8,export,,false,CreateNetworkGroupExternalPeerCommandInput
peerRole,✅ KEEP,src/clients/cc-api/commands/network-group/create-network-group-external-peer-command.types.d.ts,'CLIENT',false,,9,export,,false,CreateNetworkGroupExternalPeerCommandInput
publicKey,✅ KEEP,src/clients/cc-api/commands/network-group/create-network-group-external-peer-command.types.d.ts,string,false,,10,export,,false,CreateNetworkGroupExternalPeerCommandInput
hostname,✅ KEEP,src/clients/cc-api/commands/network-group/create-network-group-external-peer-command.types.d.ts,string,true,,11,export,,false,CreateNetworkGroupExternalPeerCommandInput
parentEvent,✅ KEEP,src/clients/cc-api/commands/network-group/create-network-group-external-peer-command.types.d.ts,string,true,,12,export,,false,CreateNetworkGroupExternalPeerCommandInput
parentMember,✅ KEEP,src/clients/cc-api/commands/network-group/create-network-group-external-peer-command.types.d.ts,string,false,,13,export,,false,CreateNetworkGroupExternalPeerCommandInput
peerId,✅ KEEP,src/clients/cc-api/commands/network-group/create-network-group-external-peer-command.types.d.ts,string,false,,19,export,,false,CreateNetworkGroupExternalPeerCommandInnerOutput
ownerId,✅ KEEP,src/clients/cc-api/commands/network-group/create-network-group-member-command.types.d.ts,string,false,,4,export,,false,CreateNetworkGroupMemberCommandInput
networkGroupId,✅ KEEP,src/clients/cc-api/commands/network-group/create-network-group-member-command.types.d.ts,string,false,,5,export,,false,CreateNetworkGroupMemberCommandInput
memberId,✅ KEEP,src/clients/cc-api/commands/network-group/create-network-group-member-command.types.d.ts,string,false,,6,export,,false,CreateNetworkGroupMemberCommandInput
label,"📝 CLARIFY: too generic,string,true,,7,export,,false,src/clients/cc-api/commands/network-group/create-network-group-member-command.types.d.ts
DeleteNetworkGroupCommandInput,ownerId,✅ KEEP,string,false,,2,export,,false,src/clients/cc-api/commands/network-group/delete-network-group-command.types.d.ts
DeleteNetworkGroupCommandInput,networkGroupId,✅ KEEP,string,false,,3,export,,false,src/clients/cc-api/commands/network-group/delete-network-group-command.types.d.ts
DeleteNetworkGroupExternalPeerCommandInput,ownerId,✅ KEEP,string,false,,2,export,,false,src/clients/cc-api/commands/network-group/delete-network-group-external-peer-command.types.d.ts
DeleteNetworkGroupExternalPeerCommandInput,networkGroupId,✅ KEEP,string,false,,3,export,,false,src/clients/cc-api/commands/network-group/delete-network-group-external-peer-command.types.d.ts
DeleteNetworkGroupExternalPeerCommandInput,externalPeerId,✅ KEEP,string,false,,4,export,,false,src/clients/cc-api/commands/network-group/delete-network-group-external-peer-command.types.d.ts
DeleteNetworkGroupMemberCommandInput,ownerId,✅ KEEP,string,false,,2,export,,false,src/clients/cc-api/commands/network-group/delete-network-group-member-command.types.d.ts
DeleteNetworkGroupMemberCommandInput,networkGroupId,✅ KEEP,string,false,,3,export,,false,src/clients/cc-api/commands/network-group/delete-network-group-member-command.types.d.ts
DeleteNetworkGroupMemberCommandInput,memberId,✅ KEEP,string,false,,4,export,,false,src/clients/cc-api/commands/network-group/delete-network-group-member-command.types.d.ts
GetNetworkGroupCommandInput,ownerId,✅ KEEP,string,false,,4,export,,false,src/clients/cc-api/commands/network-group/get-network-group-command.types.d.ts
GetNetworkGroupCommandInput,networkGroupId,✅ KEEP,string,false,,5,export,,false,src/clients/cc-api/commands/network-group/get-network-group-command.types.d.ts
GetNetworkGroupMemberCommandInput,ownerId,✅ KEEP,string,false,,4,export,,false,src/clients/cc-api/commands/network-group/get-network-group-member-command.types.d.ts
GetNetworkGroupMemberCommandInput,networkGroupId,✅ KEEP,string,false,,5,export,,false,src/clients/cc-api/commands/network-group/get-network-group-member-command.types.d.ts
GetNetworkGroupMemberCommandInput,memberId,✅ KEEP,string,false,,6,export,,false,src/clients/cc-api/commands/network-group/get-network-group-member-command.types.d.ts
GetNetworkGroupPeerCommandInput,ownerId,✅ KEEP,string,false,,4,export,,false,src/clients/cc-api/commands/network-group/get-network-group-peer-command.types.d.ts
GetNetworkGroupPeerCommandInput,networkGroupId,✅ KEEP,string,false,,5,export,,false,src/clients/cc-api/commands/network-group/get-network-group-peer-command.types.d.ts
GetNetworkGroupPeerCommandInput,peerId,✅ KEEP,string,false,,6,export,,false,src/clients/cc-api/commands/network-group/get-network-group-peer-command.types.d.ts
GetNetworkGroupWireguardConfigurationCommandInput,ownerId,✅ KEEP,string,false,,2,export,,false,src/clients/cc-api/commands/network-group/get-network-group-wireguard-configuration-command.types.d.ts
GetNetworkGroupWireguardConfigurationCommandInput,networkGroupId,✅ KEEP,string,false,,3,export,,false,src/clients/cc-api/commands/network-group/get-network-group-wireguard-configuration-command.types.d.ts
GetNetworkGroupWireguardConfigurationCommandInput,peerId,✅ KEEP,string,false,,4,export,,false,src/clients/cc-api/commands/network-group/get-network-group-wireguard-configuration-command.types.d.ts
GetNetworkGroupWireguardConfigurationCommandOutput,ngId,🔄 RENAME: networkGroup* (ng is unclear),string,false,,8,export,,false,src/clients/cc-api/commands/network-group/get-network-group-wireguard-configuration-command.types.d.ts
GetNetworkGroupWireguardConfigurationCommandOutput,peerId,✅ KEEP,string,false,,9,export,,false,src/clients/cc-api/commands/network-group/get-network-group-wireguard-configuration-command.types.d.ts
GetNetworkGroupWireguardConfigurationCommandOutput,configuration,✅ KEEP,string,false,,17,export,,false,src/clients/cc-api/commands/network-group/get-network-group-wireguard-configuration-command.types.d.ts
GetNetworkGroupWireguardConfigurationCommandOutput,version,✅ KEEP,number,false,,18,export,,false,src/clients/cc-api/commands/network-group/get-network-group-wireguard-configuration-command.types.d.ts
ListNetworkGroupCommandInput,ownerId,✅ KEEP,string,false,,4,export,,false,src/clients/cc-api/commands/network-group/list-network-group-command.types.d.ts
NetworkGroup,id,✅ KEEP (primary identifier),string,false,,13,export,,false,src/clients/cc-api/commands/network-group/network-group.types.d.ts
NetworkGroup,ownerId,✅ KEEP,string,false,,14,export,,false,src/clients/cc-api/commands/network-group/network-group.types.d.ts
NetworkGroup,label,📝 CLARIFY: too generic",src/clients/cc-api/commands/network-group/network-group.types.d.ts,string,false,,15,export,,false,CreateNetworkGroupMemberCommandInput
description,✅ KEEP,src/clients/cc-api/commands/network-group/network-group.types.d.ts,string,true,,16,export,,false,NetworkGroup
networkIp,✅ KEEP,src/clients/cc-api/commands/network-group/network-group.types.d.ts,string,false,,17,export,,false,NetworkGroup
lastAllocatedIp,✅ KEEP,src/clients/cc-api/commands/network-group/network-group.types.d.ts,string,false,,18,export,,false,NetworkGroup
tags,✅ KEEP,src/clients/cc-api/commands/network-group/network-group.types.d.ts,Array<string>,false,,19,export,,false,NetworkGroup
peers,✅ KEEP,src/clients/cc-api/commands/network-group/network-group.types.d.ts,Array<NetworkGroupPeer>,false,,20,export,,false,NetworkGroup
members,✅ KEEP,src/clients/cc-api/commands/network-group/network-group.types.d.ts,Array<NetworkGroupMember>,false,,21,export,,false,NetworkGroup
version,✅ KEEP,src/clients/cc-api/commands/network-group/network-group.types.d.ts,number,false,,22,export,,false,NetworkGroup
id,✅ KEEP (primary identifier),src/clients/cc-api/commands/network-group/network-group.types.d.ts,string,false,,28,,,false,NetworkGroupPeerBase
label,"📝 CLARIFY: too generic,string,true,,29,,,false,src/clients/cc-api/commands/network-group/network-group.types.d.ts
NetworkGroupPeerBase,publicKey,✅ KEEP,string,false,,30,,,false,src/clients/cc-api/commands/network-group/network-group.types.d.ts
NetworkGroupPeerBase,endpoint,✅ KEEP,NetworkGroupEndpoint,false,,31,,,false,src/clients/cc-api/commands/network-group/network-group.types.d.ts
NetworkGroupPeerBase,hostname,✅ KEEP,string,false,,32,,,false,src/clients/cc-api/commands/network-group/network-group.types.d.ts
NetworkGroupPeerBase,parentMember,✅ KEEP,string,false,,33,,,false,src/clients/cc-api/commands/network-group/network-group.types.d.ts
NetworkGroupPeerBase,parentEvent,✅ KEEP,string,true,,34,,,false,src/clients/cc-api/commands/network-group/network-group.types.d.ts
NetworkGroupPeerClever,hv,🔄 RENAME: spell out (hv is unclear - hypervisor?),string,false,,38,export,TypedComponent,false,src/clients/cc-api/commands/network-group/network-group.types.d.ts
NetworkGroupMember,id,✅ KEEP (primary identifier),string,false,,44,export,,false,src/clients/cc-api/commands/network-group/network-group.types.d.ts
NetworkGroupMember,label,📝 CLARIFY: too generic",src/clients/cc-api/commands/network-group/network-group.types.d.ts,string,false,,45,export,,false,NetworkGroupPeerBase
domainName,✅ KEEP,src/clients/cc-api/commands/network-group/network-group.types.d.ts,string,false,,46,export,,false,NetworkGroupMember
kind,✅ KEEP,src/clients/cc-api/commands/network-group/network-group.types.d.ts,'APPLICATION' | 'ADDON' | 'EXTERNAL',false,,47,export,,false,NetworkGroupMember
type,"📝 CLARIFY: too generic,'ServerEndpoint',false,,53,export,,false,src/clients/cc-api/commands/network-group/network-group.types.d.ts
NetworkGroupEndpointClient,type,📝 CLARIFY: too generic",src/clients/cc-api/commands/network-group/network-group.types.d.ts,'ClientEndpoint',false,,65,export,,false,NetworkGroupEndpointServer
ngIp,🔄 RENAME: networkGroup* (ng is unclear),src/clients/cc-api/commands/network-group/network-group.types.d.ts,string,false,,66,export,,false,NetworkGroupEndpointClient
ownerId,✅ KEEP,src/clients/cc-api/commands/network-group/search-network-group-command.types.d.ts,string,false,,4,export,,false,SearchNetworkGroupCommandInput
query,✅ KEEP,src/clients/cc-api/commands/network-group/search-network-group-command.types.d.ts,string,false,,5,export,,false,SearchNetworkGroupCommandInput
types,✅ KEEP,src/clients/cc-api/commands/network-group/search-network-group-command.types.d.ts,Array<NetworkGroupComponentType>,true,,6,export,,false,SearchNetworkGroupCommandInput
ownerId,✅ KEEP,src/clients/cc-api/commands/notification/create-email-notification-command.types.d.ts,string,false,,9,export,,false,CreateEmailNotificationCommandInput
name,"📝 CLARIFY: too generic,string,false,,10,export,,false,src/clients/cc-api/commands/notification/create-email-notification-command.types.d.ts
CreateEmailNotificationCommandInput,targets,✅ KEEP,Array<EmailNotificationTarget>,false,,11,export,,false,src/clients/cc-api/commands/notification/create-email-notification-command.types.d.ts
CreateEmailNotificationCommandInput,events,✅ KEEP,Array<NotificationEventType | NotificationMetaEventType>,true,,12,export,,false,src/clients/cc-api/commands/notification/create-email-notification-command.types.d.ts
CreateEmailNotificationCommandInput,scope,📝 CLARIFY: too generic",src/clients/cc-api/commands/notification/create-email-notification-command.types.d.ts,Array<string>,true,,13,export,,false,CreateEmailNotificationCommandInput
ownerId,✅ KEEP,src/clients/cc-api/commands/notification/create-webhook-notification-command.types.d.ts,string,false,,9,export,,false,CreateWebhookNotificationCommandInput
name,"📝 CLARIFY: too generic,string,false,,10,export,,false,src/clients/cc-api/commands/notification/create-webhook-notification-command.types.d.ts
CreateWebhookNotificationCommandInput,urls,📝 CLARIFY: too generic",src/clients/cc-api/commands/notification/create-webhook-notification-command.types.d.ts,Array<WebhookNotificationUrl>,false,,11,export,,false,CreateWebhookNotificationCommandInput
events,✅ KEEP,src/clients/cc-api/commands/notification/create-webhook-notification-command.types.d.ts,Array<NotificationEventType | NotificationMetaEventType>,true,,12,export,,false,CreateWebhookNotificationCommandInput
ownerId,✅ KEEP,src/clients/cc-api/commands/notification/list-email-notification-command.types.d.ts,string,false,,4,export,,false,ListEmailNotificationCommandInput
ownerId,✅ KEEP,src/clients/cc-api/commands/notification/list-webhook-notification-command.types.d.ts,string,false,,4,export,,false,ListWebhookNotificationCommandInput
id,✅ KEEP (primary identifier),src/clients/cc-api/commands/notification/notification.types.d.ts,string,false,,2,export,,false,WebhookNotification
ownerId,✅ KEEP,src/clients/cc-api/commands/notification/notification.types.d.ts,string,false,,3,export,,false,WebhookNotification
name,"📝 CLARIFY: too generic,string,true,,4,export,,false,src/clients/cc-api/commands/notification/notification.types.d.ts
WebhookNotification,urls,📝 CLARIFY: too generic",src/clients/cc-api/commands/notification/notification.types.d.ts,Array<WebhookNotificationUrl>,false,,5,export,,false,WebhookNotification
events,✅ KEEP,src/clients/cc-api/commands/notification/notification.types.d.ts,Array<NotificationEventType | NotificationMetaEventType>,true,,6,export,,false,WebhookNotification
scope,"📝 CLARIFY: too generic,Array<string>,true,,7,export,,false,src/clients/cc-api/commands/notification/notification.types.d.ts
WebhookNotification,createdAt,✅ KEEP,string,false,,8,export,,false,src/clients/cc-api/commands/notification/notification.types.d.ts
WebhookNotification,failures,✅ KEEP,Array<WebhookNotificationRequestFailure>,false,,9,export,,false,src/clients/cc-api/commands/notification/notification.types.d.ts
WebhookNotification,state,📝 REVIEW: use ""state"" for data/resource state",src/clients/cc-api/commands/notification/notification.types.d.ts,'ENABLED' | 'DISABLED',false,,10,export,,false,WebhookNotification
format,✅ KEEP,src/clients/cc-api/commands/notification/notification.types.d.ts,WebhookNotificationFormat,false,,14,export,,false,WebhookNotificationUrl
url,"📝 CLARIFY: too generic,string,false,,15,export,,false,src/clients/cc-api/commands/notification/notification.types.d.ts
WebhookNotificationRequestFailure,url,📝 CLARIFY: too generic",src/clients/cc-api/commands/notification/notification.types.d.ts,String,false,,21,export,,false,WebhookNotificationUrl
networkFailure,✅ KEEP,src/clients/cc-api/commands/notification/notification.types.d.ts,string,true,,22,export,,false,WebhookNotificationRequestFailure
status,"📝 REVIEW: use status"" for operational/lifecycle",src/clients/cc-api/commands/notification/notification.types.d.ts,number,true,,23,export,,false,WebhookNotificationRequestFailure
partialBody,✅ KEEP,src/clients/cc-api/commands/notification/notification.types.d.ts,string,true,,24,export,,false,WebhookNotificationRequestFailure
createdAt,✅ KEEP,src/clients/cc-api/commands/notification/notification.types.d.ts,string,true,,25,export,,false,WebhookNotificationRequestFailure
id,✅ KEEP (primary identifier),src/clients/cc-api/commands/notification/notification.types.d.ts,string,false,,29,export,,false,EmailNotification
ownerId,✅ KEEP,src/clients/cc-api/commands/notification/notification.types.d.ts,string,false,,30,export,,false,EmailNotification
name,"📝 CLARIFY: too generic,string,true,,31,export,,false,src/clients/cc-api/commands/notification/notification.types.d.ts
EmailNotification,targets,✅ KEEP,Array<EmailNotificationTarget>,false,renamed from notified,33,export,,false,src/clients/cc-api/commands/notification/notification.types.d.ts
EmailNotification,events,✅ KEEP,Array<NotificationEventType | NotificationMetaEventType>,true,,34,export,,false,src/clients/cc-api/commands/notification/notification.types.d.ts
EmailNotification,scope,📝 CLARIFY: too generic",src/clients/cc-api/commands/notification/notification.types.d.ts,Array<string>,true,,35,export,,false,EmailNotification
createdAt,✅ KEEP,src/clients/cc-api/commands/notification/notification.types.d.ts,string,false,,36,export,,false,EmailNotification
type,"📝 CLARIFY: too generic,'email',false,,45,export,,false,src/clients/cc-api/commands/notification/notification.types.d.ts
EmailNotificationTargetEmail,emailAddresses,✅ KEEP,Array<string>,false,,46,export,,false,src/clients/cc-api/commands/notification/notification.types.d.ts
EmailNotificationTargetUser,type,📝 CLARIFY: too generic",src/clients/cc-api/commands/notification/notification.types.d.ts,'user',false,,50,export,,false,EmailNotificationTargetEmail
type,"📝 CLARIFY: too generic,'organisation',false,,54,export,,false,src/clients/cc-api/commands/notification/notification.types.d.ts
CreateOauthConsumerCommandInput,ownerId,✅ KEEP,string,false,,4,export,,false,src/clients/cc-api/commands/oauth-consumer/create-oauth-consumer-command.types.d.ts
CreateOauthConsumerCommandInput,name,📝 CLARIFY: too generic",src/clients/cc-api/commands/oauth-consumer/create-oauth-consumer-command.types.d.ts,string,false,,5,export,,false,EmailNotificationTargetOrganisation
description,✅ KEEP,src/clients/cc-api/commands/oauth-consumer/create-oauth-consumer-command.types.d.ts,string,false,,6,export,,false,CreateOauthConsumerCommandInput
ownerId,✅ KEEP,src/clients/cc-api/commands/oauth-consumer/delete-oauth-consumer-command.types.d.ts,string,true,,2,export,,false,DeleteOauthConsumerCommandInput
oauthConsumerKey,✅ KEEP,src/clients/cc-api/commands/oauth-consumer/delete-oauth-consumer-command.types.d.ts,string,false,,3,export,,false,DeleteOauthConsumerCommandInput
ownerId,✅ KEEP,src/clients/cc-api/commands/oauth-consumer/get-oauth-consumer-command.types.d.ts,string,true,,4,export,,false,GetOauthConsumerCommandInput
oauthConsumerKey,✅ KEEP,src/clients/cc-api/commands/oauth-consumer/get-oauth-consumer-command.types.d.ts,string,false,,5,export,,false,GetOauthConsumerCommandInput
withSecret,🔄 RENAME: isWithSecret (boolean should have is/has/can prefix),src/clients/cc-api/commands/oauth-consumer/get-oauth-consumer-command.types.d.ts,boolean,false,,6,export,,false,GetOauthConsumerCommandInput
ownerId,✅ KEEP,src/clients/cc-api/commands/oauth-consumer/get-oauth-consumer-secret-command.types.d.ts,string,true,,2,export,,false,GetOauthConsumerSecretCommandInput
oauthConsumerKey,✅ KEEP,src/clients/cc-api/commands/oauth-consumer/get-oauth-consumer-secret-command.types.d.ts,string,false,,3,export,,false,GetOauthConsumerSecretCommandInput
secret,✅ KEEP,src/clients/cc-api/commands/oauth-consumer/get-oauth-consumer-secret-command.types.d.ts,string,false,,7,export,,false,GetOauthConsumerSecretCommandOutput
ownerId,✅ KEEP,src/clients/cc-api/commands/oauth-consumer/list-oauth-consumer-command.types.d.ts,string,false,,4,export,,false,ListOauthConsumerCommandInput
withSecret,🔄 RENAME: isWithSecret (boolean should have is/has/can prefix),src/clients/cc-api/commands/oauth-consumer/list-oauth-consumer-command.types.d.ts,boolean,false,,5,export,,false,ListOauthConsumerCommandInput
name,"📝 CLARIFY: too generic,string,false,,2,export,,false,src/clients/cc-api/commands/oauth-consumer/oauth-consumer.types.d.ts
OauthConsumer,description,✅ KEEP,string,false,,3,export,,false,src/clients/cc-api/commands/oauth-consumer/oauth-consumer.types.d.ts
OauthConsumer,key,📝 CLARIFY: too generic",src/clients/cc-api/commands/oauth-consumer/oauth-consumer.types.d.ts,string,false,,4,export,,false,OauthConsumer
secret,✅ KEEP,src/clients/cc-api/commands/oauth-consumer/oauth-consumer.types.d.ts,string,true,,9,export,,false,OauthConsumer
ownerId,✅ KEEP,src/clients/cc-api/commands/oauth-consumer/update-oauth-consumer-command.types.d.ts,string,true,,4,export,,false,UpdateOauthConsumerCommandInput
oauthConsumerKey,✅ KEEP,src/clients/cc-api/commands/oauth-consumer/update-oauth-consumer-command.types.d.ts,string,false,,5,export,,false,UpdateOauthConsumerCommandInput
name,"📝 CLARIFY: too generic,string,false,,6,export,,false,src/clients/cc-api/commands/oauth-consumer/update-oauth-consumer-command.types.d.ts
UpdateOauthConsumerCommandInput,description,✅ KEEP,string,false,,7,export,,false,src/clients/cc-api/commands/oauth-consumer/update-oauth-consumer-command.types.d.ts
UpdateOauthConsumerCommandInput,url,📝 CLARIFY: too generic",src/clients/cc-api/commands/oauth-consumer/update-oauth-consumer-command.types.d.ts,string,false,,8,export,,false,UpdateOauthConsumerCommandInput
picture,✅ KEEP,src/clients/cc-api/commands/oauth-consumer/update-oauth-consumer-command.types.d.ts,string,false,,9,export,,false,UpdateOauthConsumerCommandInput
baseUrl,✅ KEEP,src/clients/cc-api/commands/oauth-consumer/update-oauth-consumer-command.types.d.ts,string,false,,10,export,,false,UpdateOauthConsumerCommandInput
token,✅ KEEP,src/clients/cc-api/commands/oauth-token/delete-oauth-token-command.types.d.ts,string,false,,2,export,,false,DeleteTokenCommandInput
token,✅ KEEP,src/clients/cc-api/commands/oauth-token/list-oauth-token-command.types.d.ts,string,false,,6,export,,false,OauthToken
consumer,✅ KEEP,src/clients/cc-api/commands/oauth-token/list-oauth-token-command.types.d.ts,OauthConsumer,false,,7,export,,false,OauthToken
creationDate,🔄 RENAME: createdAt (standardize to 'At' suffix),src/clients/cc-api/commands/oauth-token/list-oauth-token-command.types.d.ts,string,false,converted to iso,9,export,,false,OauthToken
expirationDate,🔄 RENAME: expiresAt (standardize to 'At' suffix),src/clients/cc-api/commands/oauth-token/list-oauth-token-command.types.d.ts,string,false,converted to iso,11,export,,false,OauthToken
lastUtilisationDate,🔄 RENAME: lastUsedAt (standardize to 'At' suffix),src/clients/cc-api/commands/oauth-token/list-oauth-token-command.types.d.ts,string,false,renamed from lastUtilisation and converted to iso,13,export,,false,OauthToken
employeeId,✅ KEEP,src/clients/cc-api/commands/oauth-token/list-oauth-token-command.types.d.ts,string,true,,15,export,,false,OauthToken
organisationId,✅ KEEP,src/clients/cc-api/commands/organisation/add-organisation-member-command.types.d.ts,string,false,,4,export,,false,AddOrganisationMemberCommandInput
role,✅ KEEP,src/clients/cc-api/commands/organisation/add-organisation-member-command.types.d.ts,OrganisationMemberRole,false,,5,export,,false,AddOrganisationMemberCommandInput
email,🔄 RENAME: emailAddress (be explicit),src/clients/cc-api/commands/organisation/add-organisation-member-command.types.d.ts,string,false,,6,export,,false,AddOrganisationMemberCommandInput
job,🔄 RENAME: jobTitle or role (job is too generic),src/clients/cc-api/commands/organisation/add-organisation-member-command.types.d.ts,string,true,,7,export,,false,AddOrganisationMemberCommandInput
invitationKey,✅ KEEP,src/clients/cc-api/commands/organisation/add-organisation-member-command.types.d.ts,string,true,,8,export,,false,AddOrganisationMemberCommandInput
name,"📝 CLARIFY: too generic,string,false,,8,,,false,src/clients/cc-api/commands/organisation/create-organisation-command.types.d.ts
CreateOrganisationBase,description,✅ KEEP,string,false,,9,,,false,src/clients/cc-api/commands/organisation/create-organisation-command.types.d.ts
CreateOrganisationBase,address,✅ KEEP,string,false,,10,,,false,src/clients/cc-api/commands/organisation/create-organisation-command.types.d.ts
CreateOrganisationBase,city,✅ KEEP,string,false,,11,,,false,src/clients/cc-api/commands/organisation/create-organisation-command.types.d.ts
CreateOrganisationBase,zipcode,✅ KEEP,string,false,,12,,,false,src/clients/cc-api/commands/organisation/create-organisation-command.types.d.ts
CreateOrganisationBase,customerFullName,✅ KEEP,string,false,,13,,,false,src/clients/cc-api/commands/organisation/create-organisation-command.types.d.ts
CreateOrganisationBase,billingEmailAddress,🔄 RENAME: networkGroup* (ng is unclear),string,true,renamed from billingEmail,15,,,false,src/clients/cc-api/commands/organisation/create-organisation-command.types.d.ts
CreateOrganisationStandard,country,✅ KEEP,string,false,,27,export,CreateOrganisationBase,false,src/clients/cc-api/commands/organisation/create-organisation-command.types.d.ts
CreateOrganisationCompany,company,✅ KEEP,string,false,,31,export,CreateOrganisationBase,false,src/clients/cc-api/commands/organisation/create-organisation-command.types.d.ts
CreateOrganisationCompany,VAT,✅ KEEP,string,false,,32,export,CreateOrganisationBase,false,src/clients/cc-api/commands/organisation/create-organisation-command.types.d.ts
DeleteOrganisationCommandInput,organisationId,✅ KEEP,string,false,,2,export,,false,src/clients/cc-api/commands/organisation/delete-organisation-command.types.d.ts
GetOrganisationCommandInput,organisationId,✅ KEEP,string,false,,4,export,,false,src/clients/cc-api/commands/organisation/get-organisation-command.types.d.ts
ListOrganisationCommandInput,withPersonalOrganisation,🔄 RENAME: isWithPersonalOrganisation (boolean should have is/has/can prefix),boolean,false,,4,export,,false,src/clients/cc-api/commands/organisation/list-organisation-command.types.d.ts
ListOrganisationMemberCommandInput,organisationId,✅ KEEP,string,false,,4,export,,false,src/clients/cc-api/commands/organisation/list-organisation-member-command.types.d.ts
OrganisationSummary,id,✅ KEEP (primary identifier),string,false,,4,export,,false,src/clients/cc-api/commands/organisation/organisation.types.d.ts
OrganisationSummary,name,📝 CLARIFY: too generic",src/clients/cc-api/commands/organisation/organisation.types.d.ts,string,false,,5,export,,false,CreateOrganisationBase
avatar,✅ KEEP,src/clients/cc-api/commands/organisation/organisation.types.d.ts,string,false,,6,export,,false,OrganisationSummary
applications,✅ KEEP,src/clients/cc-api/commands/organisation/organisation.types.d.ts,Array<ApplicationSummary>,false,,7,export,,false,OrganisationSummary
addons,✅ KEEP,src/clients/cc-api/commands/organisation/organisation.types.d.ts,Array<AddonSummary>,false,,8,export,,false,OrganisationSummary
consumers,✅ KEEP,src/clients/cc-api/commands/organisation/organisation.types.d.ts,Array<ConsumerSummary>,false,,9,export,,false,OrganisationSummary
providers,✅ KEEP,src/clients/cc-api/commands/organisation/organisation.types.d.ts,Array<ProviderSummary>,false,,10,export,,false,OrganisationSummary
role,✅ KEEP,src/clients/cc-api/commands/organisation/organisation.types.d.ts,'NONE' | 'ADMIN' | 'ACCOUNTING' | 'DEVELOPER' | 'MANAGER',false,,11,export,,false,OrganisationSummary
vatState,✅ KEEP (data/resource state),src/clients/cc-api/commands/organisation/organisation.types.d.ts,string,false,,12,export,,false,OrganisationSummary
canPay,✅ KEEP,src/clients/cc-api/commands/organisation/organisation.types.d.ts,boolean,false,,13,export,,false,OrganisationSummary
canSEPA,✅ KEEP,src/clients/cc-api/commands/organisation/organisation.types.d.ts,boolean,false,,14,export,,false,OrganisationSummary
cleverEnterprise,🔄 RENAME: isCleverEnterprise (boolean should have is/has/can prefix),src/clients/cc-api/commands/organisation/organisation.types.d.ts,boolean,false,,15,export,,false,OrganisationSummary
emergencyNumber,✅ KEEP,src/clients/cc-api/commands/organisation/organisation.types.d.ts,string,false,,16,export,,false,OrganisationSummary
isPersonal,✅ KEEP,src/clients/cc-api/commands/organisation/organisation.types.d.ts,boolean,false,,17,export,,false,OrganisationSummary
isTrusted,✅ KEEP,src/clients/cc-api/commands/organisation/organisation.types.d.ts,boolean,false,,18,export,,false,OrganisationSummary
id,✅ KEEP (primary identifier),src/clients/cc-api/commands/organisation/organisation.types.d.ts,string,false,,22,export,,false,ApplicationSummary
